時間,上游,下游,車種,車速,車流量
2024/04/29 00:30,01F0017N,01F0005N,31,44,18
2024/04/29 00:30,01F0017N,01F0005N,32,49,4
2024/04/29 00:30,01F0017N,01F0005N,41,0,0
2024/04/29 00:30,01F0017N,01F0005N,42,47,1
2024/04/29 00:30,01F0017N,01F0005N,5,0,0
2024/04/29 00:30,01F0029N,01F0017N,31,45,26
2024/04/29 00:30,01F0029N,01F0017N,32,47,10
2024/04/29 00:30,01F0029N,01F0017N,41,0,0
2024/04/29 00:30,01F0029N,01F0017N,42,46,1
2024/04/29 00:30,01F0029N,01F0017N,5,0,0
2024/04/29 00:30,01F0005S,01F0017S,31,47,13
2024/04/29 00:30,01F0005S,01F0017S,32,43,2
2024/04/29 00:30,01F0005S,01F0017S,41,0,0
2024/04/29 00:30,01F0005S,01F0017S,42,0,0
2024/04/29 00:30,01F0005S,01F0017S,5,0,0
2024/04/29 00:30,01F0061N,01F0029N,31,118,25
2024/04/29 00:30,01F0061N,01F0029N,32,120,7
2024/04/29 00:30,01F0061N,01F0029N,41,0,0
2024/04/29 00:30,01F0061N,01F0029N,42,119,1
2024/04/29 00:30,01F0061N,01F0029N,5,0,0
2024/04/29 00:30,01F0017S,01F0029S,31,45,20
2024/04/29 00:30,01F0017S,01F0029S,32,38,5
2024/04/29 00:30,01F0017S,01F0029S,41,0,0
2024/04/29 00:30,01F0017S,01F0029S,42,0,0
2024/04/29 00:30,01F0017S,01F0029S,5,0,0
2024/04/29 00:30,01F0099N,01F0061N,31,137,43
2024/04/29 00:30,01F0099N,01F0061N,32,142,9
2024/04/29 00:30,01F0099N,01F0061N,41,0,0
2024/04/29 00:30,01F0099N,01F0061N,42,222,2
2024/04/29 00:30,01F0099N,01F0061N,5,0,0
2024/04/29 00:30,01F0029S,01F0061S,31,117,26
2024/04/29 00:30,01F0029S,01F0061S,32,115,6
2024/04/29 00:30,01F0029S,01F0061S,41,0,0
2024/04/29 00:30,01F0029S,01F0061S,42,136,1
2024/04/29 00:30,01F0029S,01F0061S,5,0,0
2024/04/29 00:30,01F0147N,01F0099N,31,175,25
2024/04/29 00:30,01F0147N,01F0099N,32,193,6
2024/04/29 00:30,01F0147N,01F0099N,41,197,1
2024/04/29 00:30,01F0147N,01F0099N,42,913,2
2024/04/29 00:30,01F0147N,01F0099N,5,180,3
2024/04/29 00:30,01H0174N,01F0099N,31,268,8
2024/04/29 00:30,01H0174N,01F0099N,32,286,5
2024/04/29 00:30,01H0174N,01F0099N,41,0,0
2024/04/29 00:30,01H0174N,01F0099N,42,0,0
2024/04/29 00:30,01H0174N,01F0099N,5,0,0
2024/04/29 00:30,03F0087S,01F0099N,31,0,0
2024/04/29 00:30,03F0087S,01F0099N,32,0,0
2024/04/29 00:30,03F0087S,01F0099N,41,0,0
2024/04/29 00:30,03F0087S,01F0099N,42,0,0
2024/04/29 00:30,03F0087S,01F0099N,5,0,0
2024/04/29 00:30,03F0116N,01F0099N,31,95,19
2024/04/29 00:30,03F0116N,01F0099N,32,96,2
2024/04/29 00:30,03F0116N,01F0099N,41,0,0
2024/04/29 00:30,03F0116N,01F0099N,42,0,0
2024/04/29 00:30,03F0116N,01F0099N,5,0,0
2024/04/29 00:30,01F0061S,01F0099S,31,135,30
2024/04/29 00:30,01F0061S,01F0099S,32,145,9
2024/04/29 00:30,01F0061S,01F0099S,41,0,0
2024/04/29 00:30,01F0061S,01F0099S,42,0,0
2024/04/29 00:30,01F0061S,01F0099S,5,0,0
2024/04/29 00:30,01F0153N,01F0147N,31,22,49
2024/04/29 00:30,01F0153N,01F0147N,32,23,13
2024/04/29 00:30,01F0153N,01F0147N,41,0,0
2024/04/29 00:30,01F0153N,01F0147N,42,25,2
2024/04/29 00:30,01F0153N,01F0147N,5,24,11
2024/04/29 00:30,01F0099S,01F0147S,31,178,16
2024/04/29 00:30,01F0099S,01F0147S,32,204,4
2024/04/29 00:30,01F0099S,01F0147S,41,0,0
2024/04/29 00:30,01F0099S,01F0147S,42,175,2
2024/04/29 00:30,01F0099S,01F0147S,5,210,2
2024/04/29 00:30,03F0087S,01F0147S,31,187,4
2024/04/29 00:30,03F0087S,01F0147S,32,185,1
2024/04/29 00:30,03F0087S,01F0147S,41,0,0
2024/04/29 00:30,03F0087S,01F0147S,42,0,0
2024/04/29 00:30,03F0087S,01F0147S,5,0,0
2024/04/29 00:30,03F0116N,01F0147S,31,194,5
2024/04/29 00:30,03F0116N,01F0147S,32,0,0
2024/04/29 00:30,03F0116N,01F0147S,41,0,0
2024/04/29 00:30,03F0116N,01F0147S,42,0,0
2024/04/29 00:30,03F0116N,01F0147S,5,0,0
2024/04/29 00:30,01F0213N,01F0153N,31,221,36
2024/04/29 00:30,01F0213N,01F0153N,32,220,11
2024/04/29 00:30,01F0213N,01F0153N,41,244,1
2024/04/29 00:30,01F0213N,01F0153N,42,230,2
2024/04/29 00:30,01F0213N,01F0153N,5,236,9
2024/04/29 00:30,01F0147S,01F0153S,31,21,32
2024/04/29 00:30,01F0147S,01F0153S,32,23,4
2024/04/29 00:30,01F0147S,01F0153S,41,0,0
2024/04/29 00:30,01F0147S,01F0153S,42,21,2
2024/04/29 00:30,01F0147S,01F0153S,5,25,2
2024/04/29 00:30,01F0153S,01F0182S,31,108,19
2024/04/29 00:30,01F0153S,01F0182S,32,108,5
2024/04/29 00:30,01F0153S,01F0182S,41,0,0
2024/04/29 00:30,01F0153S,01F0182S,42,106,4
2024/04/29 00:30,01F0153S,01F0182S,5,125,2
2024/04/29 00:30,01F0233N,01F0213N,31,74,31
2024/04/29 00:30,01F0233N,01F0213N,32,77,10
2024/04/29 00:30,01F0233N,01F0213N,41,0,0
