時間,上游,下游,車種,車速,車流量
2024/04/29 14:35,01F0017N,01F0005N,31,49,51
2024/04/29 14:35,01F0017N,01F0005N,32,47,19
2024/04/29 14:35,01F0017N,01F0005N,41,50,4
2024/04/29 14:35,01F0017N,01F0005N,42,0,0
2024/04/29 14:35,01F0017N,01F0005N,5,0,0
2024/04/29 14:35,01F0029N,01F0017N,31,48,63
2024/04/29 14:35,01F0029N,01F0017N,32,50,25
2024/04/29 14:35,01F0029N,01F0017N,41,49,6
2024/04/29 14:35,01F0029N,01F0017N,42,54,1
2024/04/29 14:35,01F0029N,01F0017N,5,51,2
2024/04/29 14:35,01F0005S,01F0017S,31,49,60
2024/04/29 14:35,01F0005S,01F0017S,32,53,30
2024/04/29 14:35,01F0005S,01F0017S,41,53,2
2024/04/29 14:35,01F0005S,01F0017S,42,49,3
2024/04/29 14:35,01F0005S,01F0017S,5,0,0
2024/04/29 14:35,01F0061N,01F0029N,31,125,85
2024/04/29 14:35,01F0061N,01F0029N,32,130,30
2024/04/29 14:35,01F0061N,01F0029N,41,129,5
2024/04/29 14:35,01F0061N,01F0029N,42,135,3
2024/04/29 14:35,01F0061N,01F0029N,5,140,4
2024/04/29 14:35,01F0017S,01F0029S,31,51,75
2024/04/29 14:35,01F0017S,01F0029S,32,53,43
2024/04/29 14:35,01F0017S,01F0029S,41,46,4
2024/04/29 14:35,01F0017S,01F0029S,42,56,5
2024/04/29 14:35,01F0017S,01F0029S,5,56,3
2024/04/29 14:35,01F0099N,01F0061N,31,163,129
2024/04/29 14:35,01F0099N,01F0061N,32,166,65
2024/04/29 14:35,01F0099N,01F0061N,41,169,4
2024/04/29 14:35,01F0099N,01F0061N,42,160,4
2024/04/29 14:35,01F0099N,01F0061N,5,188,19
2024/04/29 14:35,01F0029S,01F0061S,31,126,106
2024/04/29 14:35,01F0029S,01F0061S,32,137,33
2024/04/29 14:35,01F0029S,01F0061S,41,130,3
2024/04/29 14:35,01F0029S,01F0061S,42,147,5
2024/04/29 14:35,01F0029S,01F0061S,5,138,5
2024/04/29 14:35,01F0147N,01F0099N,31,195,75
2024/04/29 14:35,01F0147N,01F0099N,32,195,22
2024/04/29 14:35,01F0147N,01F0099N,41,205,2
2024/04/29 14:35,01F0147N,01F0099N,42,231,4
2024/04/29 14:35,01F0147N,01F0099N,5,205,15
2024/04/29 14:35,01H0174N,01F0099N,31,309,33
2024/04/29 14:35,01H0174N,01F0099N,32,306,27
2024/04/29 14:35,01H0174N,01F0099N,41,0,0
2024/04/29 14:35,01H0174N,01F0099N,42,337,1
2024/04/29 14:35,01H0174N,01F0099N,5,0,0
2024/04/29 14:35,03F0087S,01F0099N,31,0,0
2024/04/29 14:35,03F0087S,01F0099N,32,0,0
2024/04/29 14:35,03F0087S,01F0099N,41,0,0
2024/04/29 14:35,03F0087S,01F0099N,42,0,0
