時間,上游,下游,車種,車速,車流量
2024/04/29 15:40,01F0017N,01F0005N,31,48,56
2024/04/29 15:40,01F0017N,01F0005N,32,48,20
2024/04/29 15:40,01F0017N,01F0005N,41,51,6
2024/04/29 15:40,01F0017N,01F0005N,42,51,1
2024/04/29 15:40,01F0017N,01F0005N,5,0,0
2024/04/29 15:40,01F0029N,01F0017N,31,47,75
2024/04/29 15:40,01F0029N,01F0017N,32,48,24
2024/04/29 15:40,01F0029N,01F0017N,41,49,8
2024/04/29 15:40,01F0029N,01F0017N,42,49,3
2024/04/29 15:40,01F0029N,01F0017N,5,49,4
2024/04/29 15:40,01F0005S,01F0017S,31,50,64
2024/04/29 15:40,01F0005S,01F0017S,32,52,29
2024/04/29 15:40,01F0005S,01F0017S,41,52,2
2024/04/29 15:40,01F0005S,01F0017S,42,56,1
2024/04/29 15:40,01F0005S,01F0017S,5,0,0
2024/04/29 15:40,01F0061N,01F0029N,31,121,94
2024/04/29 15:40,01F0061N,01F0029N,32,121,28
2024/04/29 15:40,01F0061N,01F0029N,41,129,6
2024/04/29 15:40,01F0061N,01F0029N,42,133,3
2024/04/29 15:40,01F0061N,01F0029N,5,133,6
2024/04/29 15:40,01F0017S,01F0029S,31,48,72
2024/04/29 15:40,01F0017S,01F0029S,32,50,37
2024/04/29 15:40,01F0017S,01F0029S,41,50,4
2024/04/29 15:40,01F0017S,01F0029S,42,55,1
2024/04/29 15:40,01F0017S,01F0029S,5,53,4
2024/04/29 15:40,01F0099N,01F0061N,31,283,132
2024/04/29 15:40,01F0099N,01F0061N,32,277,43
2024/04/29 15:40,01F0099N,01F0061N,41,274,5
2024/04/29 15:40,01F0099N,01F0061N,42,244,3
2024/04/29 15:40,01F0099N,01F0061N,5,245,16
2024/04/29 15:40,01F0029S,01F0061S,31,130,121
2024/04/29 15:40,01F0029S,01F0061S,32,133,45
2024/04/29 15:40,01F0029S,01F0061S,41,138,4
2024/04/29 15:40,01F0029S,01F0061S,42,142,7
2024/04/29 15:40,01F0029S,01F0061S,5,143,3
2024/04/29 15:40,01F0147N,01F0099N,31,218,56
2024/04/29 15:40,01F0147N,01F0099N,32,230,20
2024/04/29 15:40,01F0147N,01F0099N,41,227,3
2024/04/29 15:40,01F0147N,01F0099N,42,218,8
2024/04/29 15:40,01F0147N,01F0099N,5,251,7
2024/04/29 15:40,01H0174N,01F0099N,31,315,39
2024/04/29 15:40,01H0174N,01F0099N,32,328,18
