時間,上游,下游,車種,車速,車流量
2024/04/29 13:15,01F0017N,01F0005N,31,48,46
2024/04/29 13:15,01F0017N,01F0005N,32,47,16
2024/04/29 13:15,01F0017N,01F0005N,41,51,1
2024/04/29 13:15,01F0017N,01F0005N,42,0,0
2024/04/29 13:15,01F0017N,01F0005N,5,0,0
2024/04/29 13:15,01F0029N,01F0017N,31,49,62
2024/04/29 13:15,01F0029N,01F0017N,32,51,15
2024/04/29 13:15,01F0029N,01F0017N,41,51,2
2024/04/29 13:15,01F0029N,01F0017N,42,50,2
2024/04/29 13:15,01F0029N,01F0017N,5,0,0
2024/04/29 13:15,01F0005S,01F0017S,31,49,65
2024/04/29 13:15,01F0005S,01F0017S,32,51,24
2024/04/29 13:15,01F0005S,01F0017S,41,61,1
2024/04/29 13:15,01F0005S,01F0017S,42,53,1
2024/04/29 13:15,01F0005S,01F0017S,5,0,0
2024/04/29 13:15,01F0061N,01F0029N,31,124,78
2024/04/29 13:15,01F0061N,01F0029N,32,124,28
2024/04/29 13:15,01F0061N,01F0029N,41,138,1
2024/04/29 13:15,01F0061N,01F0029N,42,132,4
2024/04/29 13:15,01F0061N,01F0029N,5,129,4
2024/04/29 13:15,01F0017S,01F0029S,31,49,94
2024/04/29 13:15,01F0017S,01F0029S,32,52,32
2024/04/29 13:15,01F0017S,01F0029S,41,0,0
2024/04/29 13:15,01F0017S,01F0029S,42,52,4
2024/04/29 13:15,01F0017S,01F0029S,5,0,0
2024/04/29 13:15,01F0099N,01F0061N,31,155,120
2024/04/29 13:15,01F0099N,01F0061N,32,155,52
2024/04/29 13:15,01F0099N,01F0061N,41,161,6
2024/04/29 13:15,01F0099N,01F0061N,42,183,6
2024/04/29 13:15,01F0099N,01F0061N,5,161,13
2024/04/29 13:15,01F0029S,01F0061S,31,126,120
2024/04/29 13:15,01F0029S,01F0061S,32,132,32
2024/04/29 13:15,01F0029S,01F0061S,41,125,5
2024/04/29 13:15,01F0029S,01F0061S,42,126,3
2024/04/29 13:15,01F0029S,01F0061S,5,133,1
2024/04/29 13:15,01F0147N,01F0099N,31,190,79
2024/04/29 13:15,01F0147N,01F0099N,32,192,21
2024/04/29 13:15,01F0147N,01F0099N,41,197,6
2024/04/29 13:15,01F0147N,01F0099N,42,209,3
2024/04/29 13:15,01F0147N,01F0099N,5,203,8
2024/04/29 13:15,01H0174N,01F0099N,31,291,39
2024/04/29 13:15,01H0174N,01F0099N,32,290,16
2024/04/29 13:15,01H0174N,01F0099N,41,309,3
2024/04/29 13:15,01H0174N,01F0099N,42,0,0
2024/04/29 13:15,01H0174N,01F0099N,5,0,0
2024/04/29 13:15,03F0087S,01F0099N,31,211,1
2024/04/29 13:15,03F0087S,01F0099N,32,0,0
2024/04/29 13:15,03F0087S,01F0099N,41,0,0
2024/04/29 13:15,03F0087S,01F0099N,42,0,0
2024/04/29 13:15,03F0087S,01F0099N,5,0,0
2024/04/29 13:15,03F0116N,01F0099N,31,99,52
2024/04/29 13:15,03F0116N,01F0099N,32,101,22
2024/04/29 13:15,03F0116N,01F0099N,41,108,3
