時間,上游,下游,車種,車速,車流量
2024/04/29 08:10,01F0017N,01F0005N,31,46,50
2024/04/29 08:10,01F0017N,01F0005N,32,48,12
2024/04/29 08:10,01F0017N,01F0005N,41,45,5
2024/04/29 08:10,01F0017N,01F0005N,42,0,0
2024/04/29 08:10,01F0017N,01F0005N,5,44,1
2024/04/29 08:10,01F0029N,01F0017N,31,45,68
2024/04/29 08:10,01F0029N,01F0017N,32,47,19
2024/04/29 08:10,01F0029N,01F0017N,41,45,6
2024/04/29 08:10,01F0029N,01F0017N,42,57,1
2024/04/29 08:10,01F0029N,01F0017N,5,47,2
2024/04/29 08:10,01F0005S,01F0017S,31,47,71
2024/04/29 08:10,01F0005S,01F0017S,32,48,25
2024/04/29 08:10,01F0005S,01F0017S,41,49,6
2024/04/29 08:10,01F0005S,01F0017S,42,431,2
2024/04/29 08:10,01F0005S,01F0017S,5,0,0
2024/04/29 08:10,01F0061N,01F0029N,31,117,87
2024/04/29 08:10,01F0061N,01F0029N,32,123,19
2024/04/29 08:10,01F0061N,01F0029N,41,123,6
2024/04/29 08:10,01F0061N,01F0029N,42,139,3
2024/04/29 08:10,01F0061N,01F0029N,5,125,2
2024/04/29 08:10,01F0017S,01F0029S,31,46,104
2024/04/29 08:10,01F0017S,01F0029S,32,47,30
2024/04/29 08:10,01F0017S,01F0029S,41,49,8
2024/04/29 08:10,01F0017S,01F0029S,42,48,2
2024/04/29 08:10,01F0017S,01F0029S,5,57,1
2024/04/29 08:10,01F0099N,01F0061N,31,145,112
2024/04/29 08:10,01F0099N,01F0061N,32,149,37
2024/04/29 08:10,01F0099N,01F0061N,41,154,8
2024/04/29 08:10,01F0099N,01F0061N,42,161,5
2024/04/29 08:10,01F0099N,01F0061N,5,164,4
2024/04/29 08:10,01F0029S,01F0061S,31,267,142
2024/04/29 08:10,01F0029S,01F0061S,32,256,38
2024/04/29 08:10,01F0029S,01F0061S,41,296,11
2024/04/29 08:10,01F0029S,01F0061S,42,254,5
2024/04/29 08:10,01F0029S,01F0061S,5,0,0
2024/04/29 08:10,01F0147N,01F0099N,31,177,55
2024/04/29 08:10,01F0147N,01F0099N,32,176,9
2024/04/29 08:10,01F0147N,01F0099N,41,190,6
2024/04/29 08:10,01F0147N,01F0099N,42,207,1
2024/04/29 08:10,01F0147N,01F0099N,5,185,5
2024/04/29 08:10,01H0174N,01F0099N,31,282,24
2024/04/29 08:10,01H0174N,01F0099N,32,285,15
2024/04/29 08:10,01H0174N,01F0099N,41,0,0
2024/04/29 08:10,01H0174N,01F0099N,42,0,0
2024/04/29 08:10,01H0174N,01F0099N,5,0,0
2024/04/29 08:10,03F0087S,01F0099N,31,2072,4
2024/04/29 08:10,03F0087S,01F0099N,32,0,0
2024/04/29 08:10,03F0087S,01F0099N,41,0,0
2024/04/29 08:10,03F0087S,01F0099N,42,0,0
2024/04/29 08:10,03F0087S,01F0099N,5,0,0
2024/04/29 08:10,03F0116N,01F0099N,31,95,46
2024/04/29 08:10,03F0116N,01F0099N,32,96,17
2024/04/29 08:10,03F0116N,01F0099N,41,0,0
2024/04/29 08:10,03F0116N,01F0099N,42,91,1
2024/04/29 08:10,03F0116N,01F0099N,5,102,1
2024/04/29 08:10,01F0061S,01F0099S,31,695,158
2024/04/29 08:10,01F0061S,01F0099S,32,690,46
2024/04/29 08:10,01F0061S,01F0099S,41,719,11
2024/04/29 08:10,01F0061S,01F0099S,42,704,4
