時間,上游,下游,車種,車速,車流量
2024/04/29 07:10,01F0017N,01F0005N,31,46,34
2024/04/29 07:10,01F0017N,01F0005N,32,45,14
2024/04/29 07:10,01F0017N,01F0005N,41,49,4
2024/04/29 07:10,01F0017N,01F0005N,42,55,1
2024/04/29 07:10,01F0017N,01F0005N,5,0,0
2024/04/29 07:10,01F0029N,01F0017N,31,45,48
2024/04/29 07:10,01F0029N,01F0017N,32,46,23
2024/04/29 07:10,01F0029N,01F0017N,41,48,5
2024/04/29 07:10,01F0029N,01F0017N,42,54,4
2024/04/29 07:10,01F0029N,01F0017N,5,0,0
2024/04/29 07:10,01F0005S,01F0017S,31,49,109
2024/04/29 07:10,01F0005S,01F0017S,32,52,17
2024/04/29 07:10,01F0005S,01F0017S,41,52,14
2024/04/29 07:10,01F0005S,01F0017S,42,46,1
2024/04/29 07:10,01F0005S,01F0017S,5,0,0
2024/04/29 07:10,01F0061N,01F0029N,31,120,68
2024/04/29 07:10,01F0061N,01F0029N,32,119,27
2024/04/29 07:10,01F0061N,01F0029N,41,124,7
2024/04/29 07:10,01F0061N,01F0029N,42,147,4
2024/04/29 07:10,01F0061N,01F0029N,5,0,0
2024/04/29 07:10,01F0017S,01F0029S,31,49,159
2024/04/29 07:10,01F0017S,01F0029S,32,50,28
2024/04/29 07:10,01F0017S,01F0029S,41,49,15
2024/04/29 07:10,01F0017S,01F0029S,42,47,1
2024/04/29 07:10,01F0017S,01F0029S,5,0,0
2024/04/29 07:10,01F0099N,01F0061N,31,148,148
2024/04/29 07:10,01F0099N,01F0061N,32,150,46
2024/04/29 07:10,01F0099N,01F0061N,41,151,6
2024/04/29 07:10,01F0099N,01F0061N,42,215,7
2024/04/29 07:10,01F0099N,01F0061N,5,165,10
2024/04/29 07:10,01F0029S,01F0061S,31,180,155
2024/04/29 07:10,01F0029S,01F0061S,32,193,42
2024/04/29 07:10,01F0029S,01F0061S,41,186,15
2024/04/29 07:10,01F0029S,01F0061S,42,203,3
2024/04/29 07:10,01F0029S,01F0061S,5,0,0
2024/04/29 07:10,01F0147N,01F0099N,31,176,69
2024/04/29 07:10,01F0147N,01F0099N,32,180,15
2024/04/29 07:10,01F0147N,01F0099N,41,184,3
2024/04/29 07:10,01F0147N,01F0099N,42,194,6
2024/04/29 07:10,01F0147N,01F0099N,5,196,6
2024/04/29 07:10,01H0174N,01F0099N,31,267,33
2024/04/29 07:10,01H0174N,01F0099N,32,274,16
2024/04/29 07:10,01H0174N,01F0099N,41,294,1
2024/04/29 07:10,01H0174N,01F0099N,42,0,0
2024/04/29 07:10,01H0174N,01F0099N,5,0,0
2024/04/29 07:10,03F0087S,01F0099N,31,1175,2
2024/04/29 07:10,03F0087S,01F0099N,32,1811,1
2024/04/29 07:10,03F0087S,01F0099N,41,0,0
2024/04/29 07:10,03F0087S,01F0099N,42,0,0
2024/04/29 07:10,03F0087S,01F0099N,5,0,0
2024/04/29 07:10,03F0116N,01F0099N,31,100,55
2024/04/29 07:10,03F0116N,01F0099N,32,103,21
2024/04/29 07:10,03F0116N,01F0099N,41,92,2
2024/04/29 07:10,03F0116N,01F0099N,42,108,5
2024/04/29 07:10,03F0116N,01F0099N,5,106,8
2024/04/29 07:10,01F0061S,01F0099S,31,375,182
2024/04/29 07:10,01F0061S,01F0099S,32,384,54
2024/04/29 07:10,01F0061S,01F0099S,41,357,4
2024/04/29 07:10,01F0061S,01F0099S,42,386,7
2024/04/29 07:10,01F0061S,01F0099S,5,399,1
2024/04/29 07:10,01F0153N,01F0147N,31,23,129
2024/04/29 07:10,01F0153N,01F0147N,32,22,40
2024/04/29 07:10,01F0153N,01F0147N,41,25,4
2024/04/29 07:10,01F0153N,01F0147N,42,25,8
2024/04/29 07:10,01F0153N,01F0147N,5,24,18
2024/04/29 07:10,01F0099S,01F0147S,31,332,89
2024/04/29 07:10,01F0099S,01F0147S,32,333,20
2024/04/29 07:10,01F0099S,01F0147S,41,357,8
2024/04/29 07:10,01F0099S,01F0147S,42,367,3
2024/04/29 07:10,01F0099S,01F0147S,5,372,5
2024/04/29 07:10,03F0087S,01F0147S,31,311,65
2024/04/29 07:10,03F0087S,01F0147S,32,314,13
