時間,上游,下游,車種,車速,車流量
2024/04/29 00:05,01F0017N,01F0005N,31,44,17
2024/04/29 00:05,01F0017N,01F0005N,32,48,3
2024/04/29 00:05,01F0017N,01F0005N,41,50,2
2024/04/29 00:05,01F0017N,01F0005N,42,0,0
2024/04/29 00:05,01F0017N,01F0005N,5,0,0
2024/04/29 00:05,01F0029N,01F0017N,31,45,23
2024/04/29 00:05,01F0029N,01F0017N,32,45,7
2024/04/29 00:05,01F0029N,01F0017N,41,46,1
2024/04/29 00:05,01F0029N,01F0017N,42,0,0
2024/04/29 00:05,01F0029N,01F0017N,5,0,0
2024/04/29 00:05,01F0005S,01F0017S,31,46,26
2024/04/29 00:05,01F0005S,01F0017S,32,44,5
2024/04/29 00:05,01F0005S,01F0017S,41,0,0
2024/04/29 00:05,01F0005S,01F0017S,42,0,0
2024/04/29 00:05,01F0005S,01F0017S,5,0,0
2024/04/29 00:05,01F0061N,01F0029N,31,114,27
2024/04/29 00:05,01F0061N,01F0029N,32,122,7
2024/04/29 00:05,01F0061N,01F0029N,41,124,1
2024/04/29 00:05,01F0061N,01F0029N,42,0,0
2024/04/29 00:05,01F0061N,01F0029N,5,0,0
2024/04/29 00:05,01F0017S,01F0029S,31,46,29
2024/04/29 00:05,01F0017S,01F0029S,32,45,6
2024/04/29 00:05,01F0017S,01F0029S,41,0,0
2024/04/29 00:05,01F0017S,01F0029S,42,0,0
2024/04/29 00:05,01F0017S,01F0029S,5,0,0
2024/04/29 00:05,01F0099N,01F0061N,31,134,58
2024/04/29 00:05,01F0099N,01F0061N,32,141,12
2024/04/29 00:05,01F0099N,01F0061N,41,145,2
2024/04/29 00:05,01F0099N,01F0061N,42,163,2
2024/04/29 00:05,01F0099N,01F0061N,5,0,0
2024/04/29 00:05,01F0029S,01F0061S,31,118,22
2024/04/29 00:05,01F0029S,01F0061S,32,116,9
2024/04/29 00:05,01F0029S,01F0061S,41,0,0
2024/04/29 00:05,01F0029S,01F0061S,42,126,4
2024/04/29 00:05,01F0029S,01F0061S,5,0,0
2024/04/29 00:05,01F0147N,01F0099N,31,175,45
2024/04/29 00:05,01F0147N,01F0099N,32,172,6
2024/04/29 00:05,01F0147N,01F0099N,41,0,0
2024/04/29 00:05,01F0147N,01F0099N,42,184,1
2024/04/29 00:05,01F0147N,01F0099N,5,0,0
2024/04/29 00:05,01H0174N,01F0099N,31,266,17
2024/04/29 00:05,01H0174N,01F0099N,32,315,3
2024/04/29 00:05,01H0174N,01F0099N,41,0,0
2024/04/29 00:05,01H0174N,01F0099N,42,336,1
2024/04/29 00:05,01H0174N,01F0099N,5,0,0
2024/04/29 00:05,03F0087S,01F0099N,31,2481,1
2024/04/29 00:05,03F0087S,01F0099N,32,0,0
2024/04/29 00:05,03F0087S,01F0099N,41,0,0
2024/04/29 00:05,03F0087S,01F0099N,42,0,0
2024/04/29 00:05,03F0087S,01F0099N,5,0,0
2024/04/29 00:05,03F0116N,01F0099N,31,74,9
2024/04/29 00:05,03F0116N,01F0099N,32,91,3
2024/04/29 00:05,03F0116N,01F0099N,41,0,0
2024/04/29 00:05,03F0116N,01F0099N,42,0,0
2024/04/29 00:05,03F0116N,01F0099N,5,0,0
2024/04/29 00:05,01F0061S,01F0099S,31,143,30
2024/04/29 00:05,01F0061S,01F0099S,32,134,12
2024/04/29 00:05,01F0061S,01F0099S,41,152,1
2024/04/29 00:05,01F0061S,01F0099S,42,154,4
2024/04/29 00:05,01F0061S,01F0099S,5,184,2
2024/04/29 00:05,01F0153N,01F0147N,31,22,69
2024/04/29 00:05,01F0153N,01F0147N,32,21,12
2024/04/29 00:05,01F0153N,01F0147N,41,0,0
2024/04/29 00:05,01F0153N,01F0147N,42,23,4
2024/04/29 00:05,01F0153N,01F0147N,5,25,3
2024/04/29 00:05,01F0099S,01F0147S,31,180,13
2024/04/29 00:05,01F0099S,01F0147S,32,191,6
2024/04/29 00:05,01F0099S,01F0147S,41,0,0
2024/04/29 00:05,01F0099S,01F0147S,42,188,4
2024/04/29 00:05,01F0099S,01F0147S,5,191,1
2024/04/29 00:05,03F0087S,01F0147S,31,228,6
2024/04/29 00:05,03F0087S,01F0147S,32,0,0
2024/04/29 00:05,03F0087S,01F0147S,41,0,0
2024/04/29 00:05,03F0087S,01F0147S,42,0,0
2024/04/29 00:05,03F0087S,01F0147S,5,0,0
2024/04/29 00:05,03F0116N,01F0147S,31,192,8
2024/04/29 00:05,03F0116N,01F0147S,32,1596,2
2024/04/29 00:05,03F0116N,01F0147S,41,0,0
2024/04/29 00:05,03F0116N,01F0147S,42,248,1
2024/04/29 00:05,03F0116N,01F0147S,5,0,0
2024/04/29 00:05,01F0213N,01F0153N,31,216,42
2024/04/29 00:05,01F0213N,01F0153N,32,228,10
2024/04/29 00:05,01F0213N,01F0153N,41,0,0
2024/04/29 00:05,01F0213N,01F0153N,42,243,3
2024/04/29 00:05,01F0213N,01F0153N,5,264,4
2024/04/29 00:05,01F0147S,01F0153S,31,22,38
2024/04/29 00:05,01F0147S,01F0153S,32,21,7
2024/04/29 00:05,01F0147S,01F0153S,41,0,0
2024/04/29 00:05,01F0147S,01F0153S,42,22,3
2024/04/29 00:05,01F0147S,01F0153S,5,21,1
2024/04/29 00:05,01F0153S,01F0182S,31,107,29
2024/04/29 00:05,01F0153S,01F0182S,32,110,10
2024/04/29 00:05,01F0153S,01F0182S,41,0,0
2024/04/29 00:05,01F0153S,01F0182S,42,108,3
2024/04/29 00:05,01F0153S,01F0182S,5,108,3
2024/04/29 00:05,01F0233N,01F0213N,31,69,42
2024/04/29 00:05,01F0233N,01F0213N,32,87,6
2024/04/29 00:05,01F0233N,01F0213N,41,0,0
2024/04/29 00:05,01F0233N,01F0213N,42,82,2
2024/04/29 00:05,01F0233N,01F0213N,5,82,3
2024/04/29 00:05,01F0256N,01F0233N,31,81,76
2024/04/29 00:05,01F0256N,01F0233N,32,91,7
2024/04/29 00:05,01F0256N,01F0233N,41,90,3
2024/04/29 00:05,01F0256N,01F0233N,42,91,2
2024/04/29 00:05,01F0256N,01F0233N,5,93,3
2024/04/29 00:05,01F0182S,01F0248S,31,237,29
2024/04/29 00:05,01F0182S,01F0248S,32,266,9
2024/04/29 00:05,01F0182S,01F0248S,41,0,0
2024/04/29 00:05,01F0182S,01F0248S,42,261,1
2024/04/29 00:05,01F0182S,01F0248S,5,292,1
2024/04/29 00:05,01F0293N,01F0256N,31,131,76
2024/04/29 00:05,01F0293N,01F0256N,32,135,15
2024/04/29 00:05,01F0293N,01F0256N,41,145,3
2024/04/29 00:05,01F0293N,01F0256N,42,145,8
2024/04/29 00:05,01F0293N,01F0256N,5,153,1
2024/04/29 00:05,01F0248S,01F0264S,31,57,69
2024/04/29 00:05,01F0248S,01F0264S,32,56,20
2024/04/29 00:05,01F0248S,01F0264S,41,57,1
2024/04/29 00:05,01F0248S,01F0264S,42,57,6
2024/04/29 00:05,01F0248S,01F0264S,5,58,2
2024/04/29 00:05,01F0340N,01F0293N,31,164,83
2024/04/29 00:05,01F0340N,01F0293N,32,165,17
2024/04/29 00:05,01F0340N,01F0293N,41,177,5
2024/04/29 00:05,01F0340N,01F0293N,42,187,5
2024/04/29 00:05,01F0340N,01F0293N,5,0,0
2024/04/29 00:05,01F0264S,01F0293S,31,102,66
2024/04/29 00:05,01F0264S,01F0293S,32,102,14
2024/04/29 00:05,01F0264S,01F0293S,41,105,3
2024/04/29 00:05,01F0264S,01F0293S,42,106,4
2024/04/29 00:05,01F0264S,01F0293S,5,117,1
2024/04/29 00:05,01F0293S,01F0339S,31,161,62
2024/04/29 00:05,01F0293S,01F0339S,32,165,8
2024/04/29 00:05,01F0293S,01F0339S,41,166,3
2024/04/29 00:05,01F0293S,01F0339S,42,157,4
2024/04/29 00:05,01F0293S,01F0339S,5,178,3
2024/04/29 00:05,01H0305S,01F0339S,31,125,24
2024/04/29 00:05,01H0305S,01F0339S,32,124,4
2024/04/29 00:05,01H0305S,01F0339S,41,0,0
2024/04/29 00:05,01H0305S,01F0339S,42,0,0
2024/04/29 00:05,01H0305S,01F0339S,5,0,0
2024/04/29 00:05,01F0376N,01F0340N,31,129,109
2024/04/29 00:05,01F0376N,01F0340N,32,131,20
2024/04/29 00:05,01F0376N,01F0340N,41,138,2
2024/04/29 00:05,01F0376N,01F0340N,42,151,2
2024/04/29 00:05,01F0376N,01F0340N,5,148,4
2024/04/29 00:05,01H0447N,01F0340N,31,393,64
2024/04/29 00:05,01H0447N,01F0340N,32,389,16
2024/04/29 00:05,01H0447N,01F0340N,41,409,2
2024/04/29 00:05,01H0447N,01F0340N,42,421,1
2024/04/29 00:05,01H0447N,01F0340N,5,388,1
2024/04/29 00:05,01F0413N,01F0376N,31,129,82
2024/04/29 00:05,01F0413N,01F0376N,32,128,18
2024/04/29 00:05,01F0413N,01F0376N,41,139,2
2024/04/29 00:05,01F0413N,01F0376N,42,141,6
2024/04/29 00:05,01F0413N,01F0376N,5,137,5
2024/04/29 00:05,01F0339S,01F0376S,31,135,121
2024/04/29 00:05,01F0339S,01F0376S,32,139,21
2024/04/29 00:05,01F0339S,01F0376S,41,151,3
2024/04/29 00:05,01F0339S,01F0376S,42,165,2
2024/04/29 00:05,01F0339S,01F0376S,5,0,0
2024/04/29 00:05,01F0467N,01F0413N,31,193,78
2024/04/29 00:05,01F0467N,01F0413N,32,193,15
2024/04/29 00:05,01F0467N,01F0413N,41,0,0
2024/04/29 00:05,01F0467N,01F0413N,42,237,8
2024/04/29 00:05,01F0467N,01F0413N,5,265,3
2024/04/29 00:05,01F0376S,01F0413S,31,138,74
