時間,上游,下游,車種,車速,車流量
2024/04/29 18:15,01F0017N,01F0005N,31,47,85
2024/04/29 18:15,01F0017N,01F0005N,32,46,19
2024/04/29 18:15,01F0017N,01F0005N,41,51,4
2024/04/29 18:15,01F0017N,01F0005N,42,0,0
2024/04/29 18:15,01F0017N,01F0005N,5,0,0
2024/04/29 18:15,01F0029N,01F0017N,31,47,125
2024/04/29 18:15,01F0029N,01F0017N,32,47,32
2024/04/29 18:15,01F0029N,01F0017N,41,49,4
2024/04/29 18:15,01F0029N,01F0017N,42,47,2
2024/04/29 18:15,01F0029N,01F0017N,5,0,0
2024/04/29 18:15,01F0005S,01F0017S,31,49,65
2024/04/29 18:15,01F0005S,01F0017S,32,50,12
2024/04/29 18:15,01F0005S,01F0017S,41,50,6
2024/04/29 18:15,01F0005S,01F0017S,42,0,0
2024/04/29 18:15,01F0005S,01F0017S,5,0,0
2024/04/29 18:15,01F0061N,01F0029N,31,124,147
2024/04/29 18:15,01F0061N,01F0029N,32,127,41
2024/04/29 18:15,01F0061N,01F0029N,41,130,4
2024/04/29 18:15,01F0061N,01F0029N,42,115,2
2024/04/29 18:15,01F0061N,01F0029N,5,141,1
2024/04/29 18:15,01F0017S,01F0029S,31,48,67
2024/04/29 18:15,01F0017S,01F0029S,32,49,14
2024/04/29 18:15,01F0017S,01F0029S,41,48,3
2024/04/29 18:15,01F0017S,01F0029S,42,53,1
2024/04/29 18:15,01F0017S,01F0029S,5,0,0
2024/04/29 18:15,01F0099N,01F0061N,31,380,190
2024/04/29 18:15,01F0099N,01F0061N,32,363,70
2024/04/29 18:15,01F0099N,01F0061N,41,363,9
2024/04/29 18:15,01F0099N,01F0061N,42,319,3
2024/04/29 18:15,01F0099N,01F0061N,5,416,2
2024/04/29 18:15,01F0029S,01F0061S,31,126,95
2024/04/29 18:15,01F0029S,01F0061S,32,129,19
2024/04/29 18:15,01F0029S,01F0061S,41,132,7
2024/04/29 18:15,01F0029S,01F0061S,42,136,3
2024/04/29 18:15,01F0029S,01F0061S,5,0,0
2024/04/29 18:15,01F0147N,01F0099N,31,605,69
2024/04/29 18:15,01F0147N,01F0099N,32,608,18
2024/04/29 18:15,01F0147N,01F0099N,41,608,13
2024/04/29 18:15,01F0147N,01F0099N,42,599,1
2024/04/29 18:15,01F0147N,01F0099N,5,502,2
2024/04/29 18:15,01H0174N,01F0099N,31,713,49
2024/04/29 18:15,01H0174N,01F0099N,32,714,13
2024/04/29 18:15,01H0174N,01F0099N,41,717,1
2024/04/29 18:15,01H0174N,01F0099N,42,0,0
2024/04/29 18:15,01H0174N,01F0099N,5,0,0
2024/04/29 18:15,03F0087S,01F0099N,31,0,0
2024/04/29 18:15,03F0087S,01F0099N,32,0,0
2024/04/29 18:15,03F0087S,01F0099N,41,0,0
2024/04/29 18:15,03F0087S,01F0099N,42,0,0
2024/04/29 18:15,03F0087S,01F0099N,5,2320,1
2024/04/29 18:15,03F0116N,01F0099N,31,437,63
2024/04/29 18:15,03F0116N,01F0099N,32,438,19
2024/04/29 18:15,03F0116N,01F0099N,41,423,3
2024/04/29 18:15,03F0116N,01F0099N,42,453,1
2024/04/29 18:15,03F0116N,01F0099N,5,437,2
2024/04/29 18:15,01F0061S,01F0099S,31,149,158
2024/04/29 18:15,01F0061S,01F0099S,32,157,27
2024/04/29 18:15,01F0061S,01F0099S,41,174,7
2024/04/29 18:15,01F0061S,01F0099S,42,164,6
2024/04/29 18:15,01F0061S,01F0099S,5,219,1
2024/04/29 18:15,01F0153N,01F0147N,31,31,192
2024/04/29 18:15,01F0153N,01F0147N,32,31,39
2024/04/29 18:15,01F0153N,01F0147N,41,31,15
2024/04/29 18:15,01F0153N,01F0147N,42,32,11
2024/04/29 18:15,01F0153N,01F0147N,5,29,6
2024/04/29 18:15,01F0099S,01F0147S,31,183,57
2024/04/29 18:15,01F0099S,01F0147S,32,183,11
2024/04/29 18:15,01F0099S,01F0147S,41,185,4
2024/04/29 18:15,01F0099S,01F0147S,42,198,3
2024/04/29 18:15,01F0099S,01F0147S,5,186,3
2024/04/29 18:15,03F0087S,01F0147S,31,218,11
2024/04/29 18:15,03F0087S,01F0147S,32,973,2
2024/04/29 18:15,03F0087S,01F0147S,41,0,0
2024/04/29 18:15,03F0087S,01F0147S,42,0,0
2024/04/29 18:15,03F0087S,01F0147S,5,235,5
2024/04/29 18:15,03F0116N,01F0147S,31,230,29
2024/04/29 18:15,03F0116N,01F0147S,32,224,8
2024/04/29 18:15,03F0116N,01F0147S,41,241,1
2024/04/29 18:15,03F0116N,01F0147S,42,259,1
2024/04/29 18:15,03F0116N,01F0147S,5,266,1
2024/04/29 18:15,01F0213N,01F0153N,31,423,126
2024/04/29 18:15,01F0213N,01F0153N,32,426,31
2024/04/29 18:15,01F0213N,01F0153N,41,403,6
2024/04/29 18:15,01F0213N,01F0153N,42,434,5
2024/04/29 18:15,01F0213N,01F0153N,5,445,3
2024/04/29 18:15,01F0147S,01F0153S,31,24,118
2024/04/29 18:15,01F0147S,01F0153S,32,25,31
2024/04/29 18:15,01F0147S,01F0153S,41,25,7
2024/04/29 18:15,01F0147S,01F0153S,42,24,7
2024/04/29 18:15,01F0147S,01F0153S,5,26,9
2024/04/29 18:15,01F0153S,01F0182S,31,267,107
2024/04/29 18:15,01F0153S,01F0182S,32,252,30
2024/04/29 18:15,01F0153S,01F0182S,41,293,6
2024/04/29 18:15,01F0153S,01F0182S,42,257,2
2024/04/29 18:15,01F0153S,01F0182S,5,250,4
2024/04/29 18:15,01F0233N,01F0213N,31,84,105
2024/04/29 18:15,01F0233N,01F0213N,32,83,33
2024/04/29 18:15,01F0233N,01F0213N,41,98,4
2024/04/29 18:15,01F0233N,01F0213N,42,82,7
2024/04/29 18:15,01F0233N,01F0213N,5,89,6
2024/04/29 18:15,01F0256N,01F0233N,31,105,253
2024/04/29 18:15,01F0256N,01F0233N,32,99,47
2024/04/29 18:15,01F0256N,01F0233N,41,112,2
2024/04/29 18:15,01F0256N,01F0233N,42,109,7
2024/04/29 18:15,01F0256N,01F0233N,5,99,3
2024/04/29 18:15,01F0182S,01F0248S,31,841,155
2024/04/29 18:15,01F0182S,01F0248S,32,829,34
2024/04/29 18:15,01F0182S,01F0248S,41,827,2
2024/04/29 18:15,01F0182S,01F0248S,42,872,6
2024/04/29 18:15,01F0182S,01F0248S,5,864,5
2024/04/29 18:15,01F0293N,01F0256N,31,145,251
2024/04/29 18:15,01F0293N,01F0256N,32,147,56
2024/04/29 18:15,01F0293N,01F0256N,41,159,19
2024/04/29 18:15,01F0293N,01F0256N,42,164,8
2024/04/29 18:15,01F0293N,01F0256N,5,162,7
2024/04/29 18:15,01F0248S,01F0264S,31,70,259
2024/04/29 18:15,01F0248S,01F0264S,32,74,59
2024/04/29 18:15,01F0248S,01F0264S,41,70,7
2024/04/29 18:15,01F0248S,01F0264S,42,73,7
2024/04/29 18:15,01F0248S,01F0264S,5,79,6
2024/04/29 18:15,01F0340N,01F0293N,31,175,199
2024/04/29 18:15,01F0340N,01F0293N,32,176,41
2024/04/29 18:15,01F0340N,01F0293N,41,190,17
2024/04/29 18:15,01F0340N,01F0293N,42,219,5
2024/04/29 18:15,01F0340N,01F0293N,5,194,1
2024/04/29 18:15,01F0264S,01F0293S,31,115,280
2024/04/29 18:15,01F0264S,01F0293S,32,116,62
2024/04/29 18:15,01F0264S,01F0293S,41,119,13
2024/04/29 18:15,01F0264S,01F0293S,42,129,5
2024/04/29 18:15,01F0264S,01F0293S,5,127,7
2024/04/29 18:15,01F0293S,01F0339S,31,197,223
2024/04/29 18:15,01F0293S,01F0339S,32,198,54
2024/04/29 18:15,01F0293S,01F0339S,41,210,9
2024/04/29 18:15,01F0293S,01F0339S,42,216,6
2024/04/29 18:15,01F0293S,01F0339S,5,233,4
2024/04/29 18:15,01H0305S,01F0339S,31,154,104
2024/04/29 18:15,01H0305S,01F0339S,32,156,28
2024/04/29 18:15,01H0305S,01F0339S,41,169,3
2024/04/29 18:15,01H0305S,01F0339S,42,175,1
2024/04/29 18:15,01H0305S,01F0339S,5,0,0
2024/04/29 18:15,01F0376N,01F0340N,31,510,286
2024/04/29 18:15,01F0376N,01F0340N,32,578,72
2024/04/29 18:15,01F0376N,01F0340N,41,488,19
2024/04/29 18:15,01F0376N,01F0340N,42,509,7
2024/04/29 18:15,01F0376N,01F0340N,5,486,2
2024/04/29 18:15,01H0447N,01F0340N,31,1024,107
2024/04/29 18:15,01H0447N,01F0340N,32,1040,41
2024/04/29 18:15,01H0447N,01F0340N,41,866,4
2024/04/29 18:15,01H0447N,01F0340N,42,0,0
2024/04/29 18:15,01H0447N,01F0340N,5,0,0
2024/04/29 18:15,01F0413N,01F0376N,31,778,126
2024/04/29 18:15,01F0413N,01F0376N,32,782,44
2024/04/29 18:15,01F0413N,01F0376N,41,754,4
2024/04/29 18:15,01F0413N,01F0376N,42,783,3
2024/04/29 18:15,01F0413N,01F0376N,5,810,2
2024/04/29 18:15,01F0339S,01F0376S,31,171,345
2024/04/29 18:15,01F0339S,01F0376S,32,174,88
2024/04/29 18:15,01F0339S,01F0376S,41,187,14
2024/04/29 18:15,01F0339S,01F0376S,42,197,10
2024/04/29 18:15,01F0339S,01F0376S,5,178,8
2024/04/29 18:15,01F0467N,01F0413N,31,466,142
2024/04/29 18:15,01F0467N,01F0413N,32,473,31
