時間,上游,下游,車種,車速,車流量
2024/04/29 15:10,01F0017N,01F0005N,31,47,46
2024/04/29 15:10,01F0017N,01F0005N,32,47,21
2024/04/29 15:10,01F0017N,01F0005N,41,48,3
2024/04/29 15:10,01F0017N,01F0005N,42,0,0
2024/04/29 15:10,01F0017N,01F0005N,5,0,0
2024/04/29 15:10,01F0029N,01F0017N,31,49,76
2024/04/29 15:10,01F0029N,01F0017N,32,48,39
2024/04/29 15:10,01F0029N,01F0017N,41,48,5
2024/04/29 15:10,01F0029N,01F0017N,42,61,2
2024/04/29 15:10,01F0029N,01F0017N,5,51,1
2024/04/29 15:10,01F0005S,01F0017S,31,48,76
2024/04/29 15:10,01F0005S,01F0017S,32,52,19
2024/04/29 15:10,01F0005S,01F0017S,41,47,4
2024/04/29 15:10,01F0005S,01F0017S,42,49,1
2024/04/29 15:10,01F0005S,01F0017S,5,0,0
2024/04/29 15:10,01F0061N,01F0029N,31,126,97
2024/04/29 15:10,01F0061N,01F0029N,32,126,38
2024/04/29 15:10,01F0061N,01F0029N,41,128,5
2024/04/29 15:10,01F0061N,01F0029N,42,129,3
2024/04/29 15:10,01F0061N,01F0029N,5,138,4
2024/04/29 15:10,01F0017S,01F0029S,31,50,96
2024/04/29 15:10,01F0017S,01F0029S,32,51,31
2024/04/29 15:10,01F0017S,01F0029S,41,52,5
2024/04/29 15:10,01F0017S,01F0029S,42,53,1
2024/04/29 15:10,01F0017S,01F0029S,5,59,3
2024/04/29 15:10,01F0099N,01F0061N,31,207,160
2024/04/29 15:10,01F0099N,01F0061N,32,210,58
2024/04/29 15:10,01F0099N,01F0061N,41,196,3
2024/04/29 15:10,01F0099N,01F0061N,42,229,7
2024/04/29 15:10,01F0099N,01F0061N,5,235,13
2024/04/29 15:10,01F0029S,01F0061S,31,130,110
2024/04/29 15:10,01F0029S,01F0061S,32,130,26
2024/04/29 15:10,01F0029S,01F0061S,41,129,4
2024/04/29 15:10,01F0029S,01F0061S,42,156,5
2024/04/29 15:10,01F0029S,01F0061S,5,153,2
2024/04/29 15:10,01F0147N,01F0099N,31,191,59
2024/04/29 15:10,01F0147N,01F0099N,32,185,14
2024/04/29 15:10,01F0147N,01F0099N,41,197,3
2024/04/29 15:10,01F0147N,01F0099N,42,211,12
2024/04/29 15:10,01F0147N,01F0099N,5,199,14
2024/04/29 15:10,01H0174N,01F0099N,31,284,36
2024/04/29 15:10,01H0174N,01F0099N,32,302,16
2024/04/29 15:10,01H0174N,01F0099N,41,308,2
2024/04/29 15:10,01H0174N,01F0099N,42,0,0
2024/04/29 15:10,01H0174N,01F0099N,5,0,0
2024/04/29 15:10,03F0087S,01F0099N,31,2501,1
2024/04/29 15:10,03F0087S,01F0099N,32,0,0
2024/04/29 15:10,03F0087S,01F0099N,41,0,0
2024/04/29 15:10,03F0087S,01F0099N,42,0,0
2024/04/29 15:10,03F0087S,01F0099N,5,0,0
2024/04/29 15:10,03F0116N,01F0099N,31,97,39
2024/04/29 15:10,03F0116N,01F0099N,32,97,14
2024/04/29 15:10,03F0116N,01F0099N,41,0,0
2024/04/29 15:10,03F0116N,01F0099N,42,100,3
2024/04/29 15:10,03F0116N,01F0099N,5,108,4
2024/04/29 15:10,01F0061S,01F0099S,31,154,170
2024/04/29 15:10,01F0061S,01F0099S,32,159,48
2024/04/29 15:10,01F0061S,01F0099S,41,174,7
2024/04/29 15:10,01F0061S,01F0099S,42,175,6
2024/04/29 15:10,01F0061S,01F0099S,5,184,15
2024/04/29 15:10,01F0153N,01F0147N,31,27,126
2024/04/29 15:10,01F0153N,01F0147N,32,26,45
