時間,上游,下游,車種,車速,車流量
2024/04/29 12:40,01F0017N,01F0005N,31,46,54
2024/04/29 12:40,01F0017N,01F0005N,32,46,13
2024/04/29 12:40,01F0017N,01F0005N,41,46,5
2024/04/29 12:40,01F0017N,01F0005N,42,52,5
2024/04/29 12:40,01F0017N,01F0005N,5,0,0
2024/04/29 12:40,01F0029N,01F0017N,31,46,79
2024/04/29 12:40,01F0029N,01F0017N,32,49,18
2024/04/29 12:40,01F0029N,01F0017N,41,45,6
2024/04/29 12:40,01F0029N,01F0017N,42,48,8
2024/04/29 12:40,01F0029N,01F0017N,5,48,1
2024/04/29 12:40,01F0005S,01F0017S,31,50,62
2024/04/29 12:40,01F0005S,01F0017S,32,51,23
2024/04/29 12:40,01F0005S,01F0017S,41,44,1
2024/04/29 12:40,01F0005S,01F0017S,42,0,0
2024/04/29 12:40,01F0005S,01F0017S,5,0,0
2024/04/29 12:40,01F0061N,01F0029N,31,121,80
2024/04/29 12:40,01F0061N,01F0029N,32,128,36
2024/04/29 12:40,01F0061N,01F0029N,41,122,7
2024/04/29 12:40,01F0061N,01F0029N,42,133,7
2024/04/29 12:40,01F0061N,01F0029N,5,139,3
2024/04/29 12:40,01F0017S,01F0029S,31,49,79
2024/04/29 12:40,01F0017S,01F0029S,32,49,26
2024/04/29 12:40,01F0017S,01F0029S,41,48,1
2024/04/29 12:40,01F0017S,01F0029S,42,51,1
2024/04/29 12:40,01F0017S,01F0029S,5,50,1
2024/04/29 12:40,01F0099N,01F0061N,31,160,132
2024/04/29 12:40,01F0099N,01F0061N,32,162,64
2024/04/29 12:40,01F0099N,01F0061N,41,159,4
2024/04/29 12:40,01F0099N,01F0061N,42,177,3
2024/04/29 12:40,01F0099N,01F0061N,5,184,10
2024/04/29 12:40,01F0029S,01F0061S,31,129,114
2024/04/29 12:40,01F0029S,01F0061S,32,128,32
2024/04/29 12:40,01F0029S,01F0061S,41,136,2
2024/04/29 12:40,01F0029S,01F0061S,42,150,3
2024/04/29 12:40,01F0029S,01F0061S,5,0,0
2024/04/29 12:40,01F0147N,01F0099N,31,191,82
2024/04/29 12:40,01F0147N,01F0099N,32,196,21
2024/04/29 12:40,01F0147N,01F0099N,41,197,6
2024/04/29 12:40,01F0147N,01F0099N,42,208,4
2024/04/29 12:40,01F0147N,01F0099N,5,213,11
2024/04/29 12:40,01H0174N,01F0099N,31,288,36
2024/04/29 12:40,01H0174N,01F0099N,32,291,19
2024/04/29 12:40,01H0174N,01F0099N,41,0,0
2024/04/29 12:40,01H0174N,01F0099N,42,313,1
2024/04/29 12:40,01H0174N,01F0099N,5,0,0
2024/04/29 12:40,03F0087S,01F0099N,31,1884,2
2024/04/29 12:40,03F0087S,01F0099N,32,2607,1
2024/04/29 12:40,03F0087S,01F0099N,41,0,0
2024/04/29 12:40,03F0087S,01F0099N,42,0,0
2024/04/29 12:40,03F0087S,01F0099N,5,0,0
2024/04/29 12:40,03F0116N,01F0099N,31,101,38
2024/04/29 12:40,03F0116N,01F0099N,32,103,15
2024/04/29 12:40,03F0116N,01F0099N,41,0,0
2024/04/29 12:40,03F0116N,01F0099N,42,103,2
2024/04/29 12:40,03F0116N,01F0099N,5,108,14
2024/04/29 12:40,01F0061S,01F0099S,31,150,139
2024/04/29 12:40,01F0061S,01F0099S,32,150,57
2024/04/29 12:40,01F0061S,01F0099S,41,158,6
2024/04/29 12:40,01F0061S,01F0099S,42,137,1
2024/04/29 12:40,01F0061S,01F0099S,5,162,4
2024/04/29 12:40,01F0153N,01F0147N,31,25,131
2024/04/29 12:40,01F0153N,01F0147N,32,25,45
