時間,上游,下游,車種,車速,車流量
2024/04/29 19:50,01F0017N,01F0005N,31,51,95
2024/04/29 19:50,01F0017N,01F0005N,32,51,15
2024/04/29 19:50,01F0017N,01F0005N,41,51,6
2024/04/29 19:50,01F0017N,01F0005N,42,0,0
2024/04/29 19:50,01F0017N,01F0005N,5,0,0
2024/04/29 19:50,01F0029N,01F0017N,31,52,122
2024/04/29 19:50,01F0029N,01F0017N,32,53,21
2024/04/29 19:50,01F0029N,01F0017N,41,52,11
2024/04/29 19:50,01F0029N,01F0017N,42,50,1
2024/04/29 19:50,01F0029N,01F0017N,5,0,0
2024/04/29 19:50,01F0005S,01F0017S,31,50,39
2024/04/29 19:50,01F0005S,01F0017S,32,49,10
2024/04/29 19:50,01F0005S,01F0017S,41,45,5
2024/04/29 19:50,01F0005S,01F0017S,42,0,0
2024/04/29 19:50,01F0005S,01F0017S,5,0,0
2024/04/29 19:50,01F0061N,01F0029N,31,134,146
2024/04/29 19:50,01F0061N,01F0029N,32,130,25
2024/04/29 19:50,01F0061N,01F0029N,41,138,12
2024/04/29 19:50,01F0061N,01F0029N,42,127,3
2024/04/29 19:50,01F0061N,01F0029N,5,0,0
2024/04/29 19:50,01F0017S,01F0029S,31,47,45
2024/04/29 19:50,01F0017S,01F0029S,32,48,16
2024/04/29 19:50,01F0017S,01F0029S,41,47,7
2024/04/29 19:50,01F0017S,01F0029S,42,55,1
2024/04/29 19:50,01F0017S,01F0029S,5,0,0
2024/04/29 19:50,01F0099N,01F0061N,31,196,188
2024/04/29 19:50,01F0099N,01F0061N,32,196,47
2024/04/29 19:50,01F0099N,01F0061N,41,199,7
2024/04/29 19:50,01F0099N,01F0061N,42,243,6
2024/04/29 19:50,01F0099N,01F0061N,5,208,5
2024/04/29 19:50,01F0029S,01F0061S,31,124,77
2024/04/29 19:50,01F0029S,01F0061S,32,128,23
2024/04/29 19:50,01F0029S,01F0061S,41,136,6
2024/04/29 19:50,01F0029S,01F0061S,42,153,1
2024/04/29 19:50,01F0029S,01F0061S,5,124,1
2024/04/29 19:50,01F0147N,01F0099N,31,190,49
2024/04/29 19:50,01F0147N,01F0099N,32,194,17
2024/04/29 19:50,01F0147N,01F0099N,41,199,6
2024/04/29 19:50,01F0147N,01F0099N,42,202,2
2024/04/29 19:50,01F0147N,01F0099N,5,216,6
2024/04/29 19:50,01H0174N,01F0099N,31,291,50
2024/04/29 19:50,01H0174N,01F0099N,32,315,13
2024/04/29 19:50,01H0174N,01F0099N,41,286,1
2024/04/29 19:50,01H0174N,01F0099N,42,0,0
2024/04/29 19:50,01H0174N,01F0099N,5,0,0
2024/04/29 19:50,03F0087S,01F0099N,31,0,0
2024/04/29 19:50,03F0087S,01F0099N,32,0,0
2024/04/29 19:50,03F0087S,01F0099N,41,0,0
2024/04/29 19:50,03F0087S,01F0099N,42,0,0
2024/04/29 19:50,03F0087S,01F0099N,5,0,0
2024/04/29 19:50,03F0116N,01F0099N,31,97,51
2024/04/29 19:50,03F0116N,01F0099N,32,100,10
2024/04/29 19:50,03F0116N,01F0099N,41,111,3
2024/04/29 19:50,03F0116N,01F0099N,42,0,0
2024/04/29 19:50,03F0116N,01F0099N,5,111,2
2024/04/29 19:50,01F0061S,01F0099S,31,143,132
2024/04/29 19:50,01F0061S,01F0099S,32,143,30
2024/04/29 19:50,01F0061S,01F0099S,41,155,5
2024/04/29 19:50,01F0061S,01F0099S,42,177,5
2024/04/29 19:50,01F0061S,01F0099S,5,170,2
2024/04/29 19:50,01F0153N,01F0147N,31,25,143
2024/04/29 19:50,01F0153N,01F0147N,32,25,40
2024/04/29 19:50,01F0153N,01F0147N,41,25,5
2024/04/29 19:50,01F0153N,01F0147N,42,25,12
2024/04/29 19:50,01F0153N,01F0147N,5,26,7
2024/04/29 19:50,01F0099S,01F0147S,31,192,74
2024/04/29 19:50,01F0099S,01F0147S,32,195,10
2024/04/29 19:50,01F0099S,01F0147S,41,202,5
2024/04/29 19:50,01F0099S,01F0147S,42,214,3
2024/04/29 19:50,01F0099S,01F0147S,5,233,1
2024/04/29 19:50,03F0087S,01F0147S,31,229,9
2024/04/29 19:50,03F0087S,01F0147S,32,233,3
2024/04/29 19:50,03F0087S,01F0147S,41,0,0
2024/04/29 19:50,03F0087S,01F0147S,42,250,1
2024/04/29 19:50,03F0087S,01F0147S,5,2600,1
2024/04/29 19:50,03F0116N,01F0147S,31,222,30
2024/04/29 19:50,03F0116N,01F0147S,32,219,5
2024/04/29 19:50,03F0116N,01F0147S,41,0,0
2024/04/29 19:50,03F0116N,01F0147S,42,247,1
2024/04/29 19:50,03F0116N,01F0147S,5,0,0
2024/04/29 19:50,01F0213N,01F0153N,31,259,121
2024/04/29 19:50,01F0213N,01F0153N,32,255,31
2024/04/29 19:50,01F0213N,01F0153N,41,297,1
2024/04/29 19:50,01F0213N,01F0153N,42,258,6
2024/04/29 19:50,01F0213N,01F0153N,5,265,6
2024/04/29 19:50,01F0147S,01F0153S,31,23,130
2024/04/29 19:50,01F0147S,01F0153S,32,25,24
2024/04/29 19:50,01F0147S,01F0153S,41,25,6
2024/04/29 19:50,01F0147S,01F0153S,42,27,6
2024/04/29 19:50,01F0147S,01F0153S,5,27,4
2024/04/29 19:50,01F0153S,01F0182S,31,119,115
2024/04/29 19:50,01F0153S,01F0182S,32,128,16
2024/04/29 19:50,01F0153S,01F0182S,41,123,1
2024/04/29 19:50,01F0153S,01F0182S,42,135,4
2024/04/29 19:50,01F0153S,01F0182S,5,120,8
2024/04/29 19:50,01F0233N,01F0213N,31,83,93
2024/04/29 19:50,01F0233N,01F0213N,32,79,14
2024/04/29 19:50,01F0233N,01F0213N,41,93,1
2024/04/29 19:50,01F0233N,01F0213N,42,85,8
2024/04/29 19:50,01F0233N,01F0213N,5,82,3
2024/04/29 19:50,01F0256N,01F0233N,31,96,180
2024/04/29 19:50,01F0256N,01F0233N,32,103,43
2024/04/29 19:50,01F0256N,01F0233N,41,104,6
2024/04/29 19:50,01F0256N,01F0233N,42,94,10
2024/04/29 19:50,01F0256N,01F0233N,5,95,2
2024/04/29 19:50,01F0182S,01F0248S,31,320,167
2024/04/29 19:50,01F0182S,01F0248S,32,323,35
2024/04/29 19:50,01F0182S,01F0248S,41,295,2
2024/04/29 19:50,01F0182S,01F0248S,42,330,4
2024/04/29 19:50,01F0182S,01F0248S,5,385,2
2024/04/29 19:50,01F0293N,01F0256N,31,138,171
2024/04/29 19:50,01F0293N,01F0256N,32,137,28
2024/04/29 19:50,01F0293N,01F0256N,41,151,9
2024/04/29 19:50,01F0293N,01F0256N,42,152,11
2024/04/29 19:50,01F0293N,01F0256N,5,157,2
2024/04/29 19:50,01F0248S,01F0264S,31,66,291
2024/04/29 19:50,01F0248S,01F0264S,32,65,50
2024/04/29 19:50,01F0248S,01F0264S,41,74,2
2024/04/29 19:50,01F0248S,01F0264S,42,70,5
2024/04/29 19:50,01F0248S,01F0264S,5,69,9
2024/04/29 19:50,01F0340N,01F0293N,31,169,160
2024/04/29 19:50,01F0340N,01F0293N,32,173,30
2024/04/29 19:50,01F0340N,01F0293N,41,183,16
2024/04/29 19:50,01F0340N,01F0293N,42,192,7
