時間,上游,下游,車種,車速,車流量
2024/04/29 22:50,01F0017N,01F0005N,31,45,17
2024/04/29 22:50,01F0017N,01F0005N,32,46,9
2024/04/29 22:50,01F0017N,01F0005N,41,47,3
2024/04/29 22:50,01F0017N,01F0005N,42,49,1
2024/04/29 22:50,01F0017N,01F0005N,5,0,0
2024/04/29 22:50,01F0029N,01F0017N,31,47,37
2024/04/29 22:50,01F0029N,01F0017N,32,46,12
2024/04/29 22:50,01F0029N,01F0017N,41,47,2
2024/04/29 22:50,01F0029N,01F0017N,42,47,2
2024/04/29 22:50,01F0029N,01F0017N,5,58,1
2024/04/29 22:50,01F0005S,01F0017S,31,48,24
2024/04/29 22:50,01F0005S,01F0017S,32,54,1
2024/04/29 22:50,01F0005S,01F0017S,41,0,0
2024/04/29 22:50,01F0005S,01F0017S,42,57,1
2024/04/29 22:50,01F0005S,01F0017S,5,0,0
2024/04/29 22:50,01F0061N,01F0029N,31,123,47
2024/04/29 22:50,01F0061N,01F0029N,32,125,18
2024/04/29 22:50,01F0061N,01F0029N,41,118,2
2024/04/29 22:50,01F0061N,01F0029N,42,117,6
2024/04/29 22:50,01F0061N,01F0029N,5,0,0
2024/04/29 22:50,01F0017S,01F0029S,31,47,32
2024/04/29 22:50,01F0017S,01F0029S,32,52,4
2024/04/29 22:50,01F0017S,01F0029S,41,48,1
2024/04/29 22:50,01F0017S,01F0029S,42,52,2
2024/04/29 22:50,01F0017S,01F0029S,5,0,0
2024/04/29 22:50,01F0099N,01F0061N,31,143,97
2024/04/29 22:50,01F0099N,01F0061N,32,144,21
2024/04/29 22:50,01F0099N,01F0061N,41,136,2
2024/04/29 22:50,01F0099N,01F0061N,42,183,6
2024/04/29 22:50,01F0099N,01F0061N,5,242,1
2024/04/29 22:50,01F0029S,01F0061S,31,122,31
2024/04/29 22:50,01F0029S,01F0061S,32,131,7
2024/04/29 22:50,01F0029S,01F0061S,41,0,0
2024/04/29 22:50,01F0029S,01F0061S,42,137,4
2024/04/29 22:50,01F0029S,01F0061S,5,0,0
2024/04/29 22:50,01F0147N,01F0099N,31,174,46
2024/04/29 22:50,01F0147N,01F0099N,32,170,10
2024/04/29 22:50,01F0147N,01F0099N,41,186,2
2024/04/29 22:50,01F0147N,01F0099N,42,178,5
2024/04/29 22:50,01F0147N,01F0099N,5,181,1
2024/04/29 22:50,01H0174N,01F0099N,31,268,30
2024/04/29 22:50,01H0174N,01F0099N,32,272,7
2024/04/29 22:50,01H0174N,01F0099N,41,0,0
2024/04/29 22:50,01H0174N,01F0099N,42,286,1
2024/04/29 22:50,01H0174N,01F0099N,5,0,0
