時間,上游,下游,車種,車速,車流量
2024/04/29 21:20,01F0017N,01F0005N,31,49,46
2024/04/29 21:20,01F0017N,01F0005N,32,46,14
2024/04/29 21:20,01F0017N,01F0005N,41,48,4
2024/04/29 21:20,01F0017N,01F0005N,42,0,0
2024/04/29 21:20,01F0017N,01F0005N,5,0,0
2024/04/29 21:20,01F0029N,01F0017N,31,48,56
2024/04/29 21:20,01F0029N,01F0017N,32,48,16
2024/04/29 21:20,01F0029N,01F0017N,41,49,6
2024/04/29 21:20,01F0029N,01F0017N,42,0,0
2024/04/29 21:20,01F0029N,01F0017N,5,0,0
2024/04/29 21:20,01F0005S,01F0017S,31,49,52
2024/04/29 21:20,01F0005S,01F0017S,32,51,7
2024/04/29 21:20,01F0005S,01F0017S,41,52,2
2024/04/29 21:20,01F0005S,01F0017S,42,0,0
2024/04/29 21:20,01F0005S,01F0017S,5,0,0
2024/04/29 21:20,01F0061N,01F0029N,31,126,75
2024/04/29 21:20,01F0061N,01F0029N,32,121,17
2024/04/29 21:20,01F0061N,01F0029N,41,120,7
2024/04/29 21:20,01F0061N,01F0029N,42,160,1
2024/04/29 21:20,01F0061N,01F0029N,5,0,0
2024/04/29 21:20,01F0017S,01F0029S,31,47,71
2024/04/29 21:20,01F0017S,01F0029S,32,47,8
2024/04/29 21:20,01F0017S,01F0029S,41,49,3
2024/04/29 21:20,01F0017S,01F0029S,42,0,0
2024/04/29 21:20,01F0017S,01F0029S,5,0,0
2024/04/29 21:20,01F0099N,01F0061N,31,154,121
2024/04/29 21:20,01F0099N,01F0061N,32,150,34
2024/04/29 21:20,01F0099N,01F0061N,41,155,2
2024/04/29 21:20,01F0099N,01F0061N,42,186,1
2024/04/29 21:20,01F0099N,01F0061N,5,204,5
2024/04/29 21:20,01F0029S,01F0061S,31,121,82
2024/04/29 21:20,01F0029S,01F0061S,32,130,11
2024/04/29 21:20,01F0029S,01F0061S,41,125,3
2024/04/29 21:20,01F0029S,01F0061S,42,0,0
2024/04/29 21:20,01F0029S,01F0061S,5,0,0
2024/04/29 21:20,01F0147N,01F0099N,31,193,75
2024/04/29 21:20,01F0147N,01F0099N,32,195,17
2024/04/29 21:20,01F0147N,01F0099N,41,191,3
2024/04/29 21:20,01F0147N,01F0099N,42,200,4
2024/04/29 21:20,01F0147N,01F0099N,5,196,3
2024/04/29 21:20,01H0174N,01F0099N,31,283,49
2024/04/29 21:20,01H0174N,01F0099N,32,282,9
2024/04/29 21:20,01H0174N,01F0099N,41,336,2
2024/04/29 21:20,01H0174N,01F0099N,42,0,0
2024/04/29 21:20,01H0174N,01F0099N,5,0,0
2024/04/29 21:20,03F0087S,01F0099N,31,2637,1
2024/04/29 21:20,03F0087S,01F0099N,32,2589,2
2024/04/29 21:20,03F0087S,01F0099N,41,3152,1
2024/04/29 21:20,03F0087S,01F0099N,42,0,0
2024/04/29 21:20,03F0087S,01F0099N,5,0,0
2024/04/29 21:20,03F0116N,01F0099N,31,96,31
2024/04/29 21:20,03F0116N,01F0099N,32,94,14
2024/04/29 21:20,03F0116N,01F0099N,41,0,0
2024/04/29 21:20,03F0116N,01F0099N,42,102,2
2024/04/29 21:20,03F0116N,01F0099N,5,105,5
2024/04/29 21:20,01F0061S,01F0099S,31,141,90
2024/04/29 21:20,01F0061S,01F0099S,32,146,18
2024/04/29 21:20,01F0061S,01F0099S,41,162,3
2024/04/29 21:20,01F0061S,01F0099S,42,159,2
2024/04/29 21:20,01F0061S,01F0099S,5,156,7
2024/04/29 21:20,01F0153N,01F0147N,31,25,154
2024/04/29 21:20,01F0153N,01F0147N,32,26,40
2024/04/29 21:20,01F0153N,01F0147N,41,29,5
