2024/04/16 20:20,01F0017N,01F0005N,31,47,47
2024/04/16 20:20,01F0017N,01F0005N,32,48,8
2024/04/16 20:20,01F0017N,01F0005N,41,50,5
2024/04/16 20:20,01F0017N,01F0005N,42,0,0
2024/04/16 20:20,01F0017N,01F0005N,5,0,0
2024/04/16 20:20,01F0029N,01F0017N,31,47,76
2024/04/16 20:20,01F0029N,01F0017N,32,52,9
2024/04/16 20:20,01F0029N,01F0017N,41,47,5
2024/04/16 20:20,01F0029N,01F0017N,42,0,0
2024/04/16 20:20,01F0029N,01F0017N,5,0,0
2024/04/16 20:20,01F0005S,01F0017S,31,48,40
2024/04/16 20:20,01F0005S,01F0017S,32,54,9
2024/04/16 20:20,01F0005S,01F0017S,41,49,3
2024/04/16 20:20,01F0005S,01F0017S,42,0,0
2024/04/16 20:20,01F0005S,01F0017S,5,0,0
2024/04/16 20:20,01F0061N,01F0029N,31,120,94
2024/04/16 20:20,01F0061N,01F0029N,32,118,11
2024/04/16 20:20,01F0061N,01F0029N,41,129,2
2024/04/16 20:20,01F0061N,01F0029N,42,0,0
2024/04/16 20:20,01F0061N,01F0029N,5,133,2
2024/04/16 20:20,01F0017S,01F0029S,31,48,60
2024/04/16 20:20,01F0017S,01F0029S,32,55,12
2024/04/16 20:20,01F0017S,01F0029S,41,48,5
2024/04/16 20:20,01F0017S,01F0029S,42,0,0
2024/04/16 20:20,01F0017S,01F0029S,5,0,0
2024/04/16 20:20,01F0099N,01F0061N,31,169,180
2024/04/16 20:20,01F0099N,01F0061N,32,175,39
2024/04/16 20:20,01F0099N,01F0061N,41,177,8
2024/04/16 20:20,01F0099N,01F0061N,42,306,1
2024/04/16 20:20,01F0099N,01F0061N,5,246,3
2024/04/16 20:20,01F0029S,01F0061S,31,121,76
2024/04/16 20:20,01F0029S,01F0061S,32,130,16
2024/04/16 20:20,01F0029S,01F0061S,41,141,4
2024/04/16 20:20,01F0029S,01F0061S,42,125,2
2024/04/16 20:20,01F0029S,01F0061S,5,145,1
2024/04/16 20:20,01F0147N,01F0099N,31,185,67
2024/04/16 20:20,01F0147N,01F0099N,32,186,15
2024/04/16 20:20,01F0147N,01F0099N,41,204,4
2024/04/16 20:20,01F0147N,01F0099N,42,201,2
2024/04/16 20:20,01F0147N,01F0099N,5,213,2
2024/04/16 20:20,01H0174N,01F0099N,31,283,46
2024/04/16 20:20,01H0174N,01F0099N,32,277,6
2024/04/16 20:20,01H0174N,01F0099N,41,0,0
2024/04/16 20:20,01H0174N,01F0099N,42,0,0
2024/04/16 20:20,01H0174N,01F0099N,5,0,0
2024/04/16 20:20,03F0087S,01F0099N,31,0,0
2024/04/16 20:20,03F0087S,01F0099N,32,0,0
2024/04/16 20:20,03F0087S,01F0099N,41,0,0
2024/04/16 20:20,03F0087S,01F0099N,42,0,0
