2024/04/17 02:10,01F0017N,01F0005N,31,44,8
2024/04/17 02:10,01F0017N,01F0005N,32,45,9
2024/04/17 02:10,01F0017N,01F0005N,41,58,1
2024/04/17 02:10,01F0017N,01F0005N,42,0,0
2024/04/17 02:10,01F0017N,01F0005N,5,0,0
2024/04/17 02:10,01F0029N,01F0017N,31,45,12
2024/04/17 02:10,01F0029N,01F0017N,32,44,8
2024/04/17 02:10,01F0029N,01F0017N,41,0,0
2024/04/17 02:10,01F0029N,01F0017N,42,0,0
2024/04/17 02:10,01F0029N,01F0017N,5,0,0
2024/04/17 02:10,01F0005S,01F0017S,31,48,14
2024/04/17 02:10,01F0005S,01F0017S,32,44,9
2024/04/17 02:10,01F0005S,01F0017S,41,0,0
2024/04/17 02:10,01F0005S,01F0017S,42,47,1
2024/04/17 02:10,01F0005S,01F0017S,5,0,0
2024/04/17 02:10,01F0061N,01F0029N,31,110,12
2024/04/17 02:10,01F0061N,01F0029N,32,117,10
2024/04/17 02:10,01F0061N,01F0029N,41,0,0
2024/04/17 02:10,01F0061N,01F0029N,42,115,3
2024/04/17 02:10,01F0061N,01F0029N,5,133,1
2024/04/17 02:10,01F0017S,01F0029S,31,44,15
2024/04/17 02:10,01F0017S,01F0029S,32,44,10
2024/04/17 02:10,01F0017S,01F0029S,41,0,0
2024/04/17 02:10,01F0017S,01F0029S,42,48,1
2024/04/17 02:10,01F0017S,01F0029S,5,51,1
2024/04/17 02:10,01F0099N,01F0061N,31,132,25
2024/04/17 02:10,01F0099N,01F0061N,32,146,13
2024/04/17 02:10,01F0099N,01F0061N,41,0,0
2024/04/17 02:10,01F0099N,01F0061N,42,197,5
2024/04/17 02:10,01F0099N,01F0061N,5,175,4
2024/04/17 02:10,01F0029S,01F0061S,31,119,16
2024/04/17 02:10,01F0029S,01F0061S,32,122,11
2024/04/17 02:10,01F0029S,01F0061S,41,0,0
2024/04/17 02:10,01F0029S,01F0061S,42,128,2
2024/04/17 02:10,01F0029S,01F0061S,5,0,0
2024/04/17 02:10,01F0147N,01F0099N,31,173,10
2024/04/17 02:10,01F0147N,01F0099N,32,171,4
2024/04/17 02:10,01F0147N,01F0099N,41,0,0
2024/04/17 02:10,01F0147N,01F0099N,42,178,4
2024/04/17 02:10,01F0147N,01F0099N,5,0,0
2024/04/17 02:10,01H0174N,01F0099N,31,254,4
2024/04/17 02:10,01H0174N,01F0099N,32,282,4
2024/04/17 02:10,01H0174N,01F0099N,41,0,0
2024/04/17 02:10,01H0174N,01F0099N,42,0,0
2024/04/17 02:10,01H0174N,01F0099N,5,0,0
2024/04/17 02:10,03F0087S,01F0099N,31,0,0
2024/04/17 02:10,03F0087S,01F0099N,32,0,0
2024/04/17 02:10,03F0087S,01F0099N,41,0,0
2024/04/17 02:10,03F0087S,01F0099N,42,0,0
2024/04/17 02:10,03F0087S,01F0099N,5,0,0
2024/04/17 02:10,03F0116N,01F0099N,31,88,12
2024/04/17 02:10,03F0116N,01F0099N,32,89,8
2024/04/17 02:10,03F0116N,01F0099N,41,0,0
2024/04/17 02:10,03F0116N,01F0099N,42,75,1
2024/04/17 02:10,03F0116N,01F0099N,5,96,3
2024/04/17 02:10,01F0061S,01F0099S,31,138,16
2024/04/17 02:10,01F0061S,01F0099S,32,151,11
2024/04/17 02:10,01F0061S,01F0099S,41,0,0
2024/04/17 02:10,01F0061S,01F0099S,42,0,0
2024/04/17 02:10,01F0061S,01F0099S,5,167,4
2024/04/17 02:10,01F0155N,01F0147N,31,29,23
2024/04/17 02:10,01F0155N,01F0147N,32,28,10
2024/04/17 02:10,01F0155N,01F0147N,41,0,0
2024/04/17 02:10,01F0155N,01F0147N,42,29,5
2024/04/17 02:10,01F0155N,01F0147N,5,32,3
2024/04/17 02:10,01F0099S,01F0147S,31,176,13
