2024/04/17 12:15,01F0017N,01F0005N,31,47,59
2024/04/17 12:15,01F0017N,01F0005N,32,47,25
2024/04/17 12:15,01F0017N,01F0005N,41,45,5
2024/04/17 12:15,01F0017N,01F0005N,42,0,0
2024/04/17 12:15,01F0017N,01F0005N,5,0,0
2024/04/17 12:15,01F0029N,01F0017N,31,48,72
2024/04/17 12:15,01F0029N,01F0017N,32,48,31
2024/04/17 12:15,01F0029N,01F0017N,41,47,5
2024/04/17 12:15,01F0029N,01F0017N,42,44,1
2024/04/17 12:15,01F0029N,01F0017N,5,57,1
2024/04/17 12:15,01F0005S,01F0017S,31,49,65
2024/04/17 12:15,01F0005S,01F0017S,32,50,20
2024/04/17 12:15,01F0005S,01F0017S,41,48,1
2024/04/17 12:15,01F0005S,01F0017S,42,0,0
2024/04/17 12:15,01F0005S,01F0017S,5,0,0
2024/04/17 12:15,01F0061N,01F0029N,31,124,84
2024/04/17 12:15,01F0061N,01F0029N,32,124,36
2024/04/17 12:15,01F0061N,01F0029N,41,121,6
2024/04/17 12:15,01F0061N,01F0029N,42,119,3
2024/04/17 12:15,01F0061N,01F0029N,5,132,3
2024/04/17 12:15,01F0017S,01F0029S,31,48,84
2024/04/17 12:15,01F0017S,01F0029S,32,50,27
2024/04/17 12:15,01F0017S,01F0029S,41,49,1
2024/04/17 12:15,01F0017S,01F0029S,42,55,1
2024/04/17 12:15,01F0017S,01F0029S,5,66,4
2024/04/17 12:15,01F0099N,01F0061N,31,163,125
2024/04/17 12:15,01F0099N,01F0061N,32,161,54
2024/04/17 12:15,01F0099N,01F0061N,41,167,13
2024/04/17 12:15,01F0099N,01F0061N,42,223,10
2024/04/17 12:15,01F0099N,01F0061N,5,180,12
2024/04/17 12:15,01F0029S,01F0061S,31,121,104
2024/04/17 12:15,01F0029S,01F0061S,32,131,36
2024/04/17 12:15,01F0029S,01F0061S,41,130,2
2024/04/17 12:15,01F0029S,01F0061S,42,141,1
2024/04/17 12:15,01F0029S,01F0061S,5,144,8
2024/04/17 12:15,01F0147N,01F0099N,31,197,69
2024/04/17 12:15,01F0147N,01F0099N,32,209,25
2024/04/17 12:15,01F0147N,01F0099N,41,205,4
2024/04/17 12:15,01F0147N,01F0099N,42,211,7
2024/04/17 12:15,01F0147N,01F0099N,5,203,10
2024/04/17 12:15,01H0174N,01F0099N,31,295,37
2024/04/17 12:15,01H0174N,01F0099N,32,293,18
2024/04/17 12:15,01H0174N,01F0099N,41,0,0
2024/04/17 12:15,01H0174N,01F0099N,42,0,0
2024/04/17 12:15,01H0174N,01F0099N,5,0,0
2024/04/17 12:15,03F0087S,01F0099N,31,2105,1
2024/04/17 12:15,03F0087S,01F0099N,32,0,0
2024/04/17 12:15,03F0087S,01F0099N,41,0,0
2024/04/17 12:15,03F0087S,01F0099N,42,0,0
2024/04/17 12:15,03F0087S,01F0099N,5,0,0
2024/04/17 12:15,03F0116N,01F0099N,31,99,36
2024/04/17 12:15,03F0116N,01F0099N,32,101,21
2024/04/17 12:15,03F0116N,01F0099N,41,94,1
2024/04/17 12:15,03F0116N,01F0099N,42,103,5
2024/04/17 12:15,03F0116N,01F0099N,5,103,6
2024/04/17 12:15,01F0061S,01F0099S,31,154,138
2024/04/17 12:15,01F0061S,01F0099S,32,165,63
2024/04/17 12:15,01F0061S,01F0099S,41,161,3
